NAME,ELEVATION,LATITUDE,LONGITUDE,PRECIPITATION,TEMPERATURE
"DONNER MEMORIAL ST PARK, CA US",1809.6,39.3239,-120.2331,9.14,16.4
"DONNER MEMORIAL ST PARK, CA US",1809.6,39.3239,-120.2331,23.37,12.9
"DONNER MEMORIAL ST PARK, CA US",1809.6,39.3239,-120.2331,55.12,7.8
"DONNER MEMORIAL ST PARK, CA US",1809.6,39.3239,-120.2331,127,2.1
"DONNER MEMORIAL ST PARK, CA US",1809.6,39.3239,-120.2331,182.37,-2.1
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,255.27,3
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,276.61,2.9
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,239.01,4.4
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,131.06,6.8
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,89.92,11.1
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,25.65,15.8
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,4.57,19.9
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,6.6,19.8
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,27.18,17.1
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,100.33,12.1
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,210.82,6.3
"BOWMAN DAM, CA US",1641.3,39.4539,-120.6556,319.79,2.8
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,309.88,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,296.16,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,279.15,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,144.53,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,68.33,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,22.86,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,1.78,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,3.81,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,23.88,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,109.22,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,214.63,NA
"BRUSH CREEK RANGER STATION, CA US",1085.1,39.6949,-121.3452,369.82,NA
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,198.37,1.9
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,186.18,1.7
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,169.42,2.7
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,92.71,4.8
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,40.64,9.2
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,13.46,14.1
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,5.84,18.2
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,3.3,17.9
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,22.86,14.8
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,62.74,9.9
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,108.46,4.9
"GRANT GROVE, CA US",2011.7,36.7394,-118.9631,169.42,1.9
"LEE VINING, CA US",2071.7,37.9567,-119.1194,58.42,-1.2
"LEE VINING, CA US",2071.7,37.9567,-119.1194,71.88,0.4
"LEE VINING, CA US",2071.7,37.9567,-119.1194,47.75,3.8
"LEE VINING, CA US",2071.7,37.9567,-119.1194,16.26,7.3
"LEE VINING, CA US",2071.7,37.9567,-119.1194,15.75,11.7
"LEE VINING, CA US",2071.7,37.9567,-119.1194,8.38,16.4
"LEE VINING, CA US",2071.7,37.9567,-119.1194,11.18,20.3
"LEE VINING, CA US",2071.7,37.9567,-119.1194,12.7,19.6
"LEE VINING, CA US",2071.7,37.9567,-119.1194,8.38,15.6
"LEE VINING, CA US",2071.7,37.9567,-119.1194,26.42,10.2
"LEE VINING, CA US",2071.7,37.9567,-119.1194,53.09,4.5
"LEE VINING, CA US",2071.7,37.9567,-119.1194,67.82,-0.4
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,168.15,7.7
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,137.67,10.3
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,106.93,12.6
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,49.02,15.3
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,26.92,19.5
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,10.92,23.9
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,0.51,26.3
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,3.56,25.4
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,16.51,22.7
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,51.31,17.9
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,108.2,11.8
"OROVILLE MUNICIPAL AIRPORT, CA US",57.9,39.49,-121.61833,120.9,7.7
"LEMON COVE, CA US",156.4,36.3817,-119.0264,71.37,8.6
"LEMON COVE, CA US",156.4,36.3817,-119.0264,62.74,11.3
"LEMON COVE, CA US",156.4,36.3817,-119.0264,65.79,13.9
"LEMON COVE, CA US",156.4,36.3817,-119.0264,34.8,16.4
"LEMON COVE, CA US",156.4,36.3817,-119.0264,13.97,20.6
"LEMON COVE, CA US",156.4,36.3817,-119.0264,4.06,24.3
"LEMON COVE, CA US",156.4,36.3817,-119.0264,0.51,27.2
"LEMON COVE, CA US",156.4,36.3817,-119.0264,0.76,26.4
"LEMON COVE, CA US",156.4,36.3817,-119.0264,5.33,23.7
"LEMON COVE, CA US",156.4,36.3817,-119.0264,17.78,18.7
"LEMON COVE, CA US",156.4,36.3817,-119.0264,39.88,12.5
"LEMON COVE, CA US",156.4,36.3817,-119.0264,55.88,8.3
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,260.1,2.4
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,254,2.7
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,209.55,4.3
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,117.86,6.7
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,66.55,11.2
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,20.32,15.7
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,3.3,19.5
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,2.29,19.1
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,21.34,15.9
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,85.85,11
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,163.32,5.4
"CALAVERAS BIG TREES, CA US",1431,38.2769,-120.3113,243.33,2.2
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,288.54,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,282.7,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,268.99,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,140.97,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,83.82,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,30.23,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,1.78,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,3.56,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,29.72,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,97.28,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,216.92,NA
"BUCKS CREEK, CA US",576.4,39.9372,-121.3147,325.37,NA
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,225.55,6.1
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,229.11,6.9
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,204.72,8.6
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,102.11,10.8
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,60.45,14.8
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,15.75,18.8
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,0.25,22.3
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,4.06,21.7
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,21.84,18.9
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,72.14,14.1
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,166.88,8.8
"GRASS VALLEY NUMBER 2, CA US",731.5,39.2041,-121.068,262.13,5.8
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,176.02,7.7
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,170.69,9.2
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,153.92,10.9
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,80.26,13.2
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,44.2,17.1
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,11.43,21.3
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,0.51,25.2
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,2.29,24.6
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,18.29,22.1
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,53.85,17.1
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,127.51,10.9
"PLACERVILLE, CA US",563.9,38.6955,-120.8244,177.29,7.6
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,119.38,7.9
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,114.05,9.7
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,106.68,12
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,56.64,14.6
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,23.11,19.1
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,7.87,23.4
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,2.29,27
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,0.51,26.4
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,12.19,23.3
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,32,17.5
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,67.56,11.3
"THREE RIVERS EDISON PH 1, CA US",347.5,36.465,-118.8619,94.49,7.6
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,91.44,5.9
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,95.25,6.5
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,87.12,8
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,44.2,9.9
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,19.81,13.7
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,3.81,17.6
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,2.03,21.2
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,3.05,20.9
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,6.6,17.9
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,23.11,13.1
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,59.18,8.2
"GLENNVILLE, CA US",957.1,35.7269,-118.7006,77.47,5.3
"MATHER, CA US",1374.6,37.885,-119.8561,166.12,NA
"MATHER, CA US",1374.6,37.885,-119.8561,152.4,NA
"MATHER, CA US",1374.6,37.885,-119.8561,143.76,NA
"MATHER, CA US",1374.6,37.885,-119.8561,82.55,NA
"MATHER, CA US",1374.6,37.885,-119.8561,46.74,NA
"MATHER, CA US",1374.6,37.885,-119.8561,14.48,NA
"MATHER, CA US",1374.6,37.885,-119.8561,4.57,NA
"MATHER, CA US",1374.6,37.885,-119.8561,2.29,NA
"MATHER, CA US",1374.6,37.885,-119.8561,17.27,NA
"MATHER, CA US",1374.6,37.885,-119.8561,60.45,NA
"MATHER, CA US",1374.6,37.885,-119.8561,102.87,NA
"MATHER, CA US",1374.6,37.885,-119.8561,143.76,NA
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,250.7,4.4
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,268.22,4.1
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,238.76,5.2
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,120.9,7.4
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,94.23,12
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,30.48,16.4
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,2.29,20.8
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,7.11,20.5
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,26.16,17.7
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,98.3,12.6
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,213.11,6.6
"BLUE CANYON AIRPORT, CA US",1608.1,39.2774,-120.7102,291.08,3.7
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,84.07,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,81.53,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,76.45,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,25.65,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,19.3,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,20.32,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,12.95,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,15.24,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,16.26,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,29.21,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,51.05,NA
"GEM LAKE, CA US",2734.1,37.7519,-119.1402,78.74,NA
"MINERAL, CA US",1485.9,40.3458,-121.6091,227.84,0.2
"MINERAL, CA US",1485.9,40.3458,-121.6091,217.93,0.9
"MINERAL, CA US",1485.9,40.3458,-121.6091,206.76,2.8
"MINERAL, CA US",1485.9,40.3458,-121.6091,110.49,5.1
"MINERAL, CA US",1485.9,40.3458,-121.6091,82.04,9.1
"MINERAL, CA US",1485.9,40.3458,-121.6091,34.8,13.3
"MINERAL, CA US",1485.9,40.3458,-121.6091,3.56,16.9
"MINERAL, CA US",1485.9,40.3458,-121.6091,5.84,16.3
"MINERAL, CA US",1485.9,40.3458,-121.6091,29.72,13.5
"MINERAL, CA US",1485.9,40.3458,-121.6091,93.98,8.6
"MINERAL, CA US",1485.9,40.3458,-121.6091,178.82,3.1
"MINERAL, CA US",1485.9,40.3458,-121.6091,270.26,0.2
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,50.04,0
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,45.21,2.4
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,38.86,5.9
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,16,8.8
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,18.03,13.2
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,11.18,17.4
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,5.59,21.7
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,3.05,20.9
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,9.4,16.6
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,25.4,10.7
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,44.45,4.3
"SUSANVILLE 2 SW, CA US",1283.8,40.4167,-120.6631,37.34,0
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,31.75,-4.2
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,41.4,-2.2
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,24.64,1.7
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,11.68,5.3
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,12.19,9.2
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,7.11,13.5
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,8.38,16.9
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,11.68,16
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,11.43,12.1
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,8.38,6.7
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,26.92,1.3
"BRIDGEPORT, CA US",1972.1,38.2575,-119.2286,43.18,-3.2
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,219.2,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,224.28,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,207.26,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,111,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,71.88,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,19.3,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,0.25,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,4.06,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,24.89,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,78.99,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,180.34,NA
"GOLD RUN 2 SW, CA US",1011.9,39.165,-120.8566,263.91,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,238.76,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,214.88,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,193.8,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,103.63,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,70.36,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,18.8,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,-7777,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,3.81,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,24.89,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,77.47,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,171.96,NA
"FORESTHILL RANGER STATION, CA US",919,39.01,-120.8455,252.73,NA
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,150.11,-0.1
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,132.84,0.2
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,129.54,2.1
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,94.49,4.4
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,81.03,8.9
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,33.02,13.1
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,11.43,16.7
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,9.91,16.2
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,29.72,13.3
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,77.22,8.3
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,137.92,2.5
"MANZANITA LAKE, CA US",1752.6,40.54111,-121.57667,157.99,-0.3
"OROVILLE, CA US",52.1,39.5177,-121.553,144.53,8.3
"OROVILLE, CA US",52.1,39.5177,-121.553,123.7,10.7
"OROVILLE, CA US",52.1,39.5177,-121.553,113.54,13.1
"OROVILLE, CA US",52.1,39.5177,-121.553,58.67,15.4
"OROVILLE, CA US",52.1,39.5177,-121.553,28.45,19.4
"OROVILLE, CA US",52.1,39.5177,-121.553,8.38,23.3
"OROVILLE, CA US",52.1,39.5177,-121.553,-7777,25.9
"OROVILLE, CA US",52.1,39.5177,-121.553,4.06,24.9
"OROVILLE, CA US",52.1,39.5177,-121.553,14.22,22
"OROVILLE, CA US",52.1,39.5177,-121.553,45.97,17.6
"OROVILLE, CA US",52.1,39.5177,-121.553,96.52,12.1
"OROVILLE, CA US",52.1,39.5177,-121.553,137.92,8.4
"QUINCY, CA US",1042.4,39.9366,-120.9475,168.4,2
"QUINCY, CA US",1042.4,39.9366,-120.9475,181.86,4
"QUINCY, CA US",1042.4,39.9366,-120.9475,170.94,6.7
"QUINCY, CA US",1042.4,39.9366,-120.9475,70.36,9
"QUINCY, CA US",1042.4,39.9366,-120.9475,50.29,13.4
"QUINCY, CA US",1042.4,39.9366,-120.9475,20.57,17.1
"QUINCY, CA US",1042.4,39.9366,-120.9475,5.33,20.3
"QUINCY, CA US",1042.4,39.9366,-120.9475,5.84,19.5
"QUINCY, CA US",1042.4,39.9366,-120.9475,20.57,16.4
"QUINCY, CA US",1042.4,39.9366,-120.9475,64.01,11.2
"QUINCY, CA US",1042.4,39.9366,-120.9475,140.97,5.6
"QUINCY, CA US",1042.4,39.9366,-120.9475,180.59,1.7
"VISALIA, CA US",106.7,36.3278,-119.2994,48.51,8.1
"VISALIA, CA US",106.7,36.3278,-119.2994,46.99,10.9
"VISALIA, CA US",106.7,36.3278,-119.2994,50.55,13.7
"VISALIA, CA US",106.7,36.3278,-119.2994,23.88,16.3
"VISALIA, CA US",106.7,36.3278,-119.2994,8.89,20.4
"VISALIA, CA US",106.7,36.3278,-119.2994,3.56,24.1
"VISALIA, CA US",106.7,36.3278,-119.2994,0.25,26.9
"VISALIA, CA US",106.7,36.3278,-119.2994,0.25,26.1
"VISALIA, CA US",106.7,36.3278,-119.2994,3.81,23.3
"VISALIA, CA US",106.7,36.3278,-119.2994,15.49,18.5
"VISALIA, CA US",106.7,36.3278,-119.2994,31.24,12.1
"VISALIA, CA US",106.7,36.3278,-119.2994,44.2,7.8
"PORTOLA, CA US",1478.3,39.8053,-120.4719,103.12,-0.9
"PORTOLA, CA US",1478.3,39.8053,-120.4719,98.3,0.5
"PORTOLA, CA US",1478.3,39.8053,-120.4719,85.34,3.4
"PORTOLA, CA US",1478.3,39.8053,-120.4719,34.8,6.2
"PORTOLA, CA US",1478.3,39.8053,-120.4719,24.38,10.4
"PORTOLA, CA US",1478.3,39.8053,-120.4719,13.21,14.3
"PORTOLA, CA US",1478.3,39.8053,-120.4719,7.11,17.9
"PORTOLA, CA US",1478.3,39.8053,-120.4719,7.11,17.3
"PORTOLA, CA US",1478.3,39.8053,-120.4719,15.24,13.8
"PORTOLA, CA US",1478.3,39.8053,-120.4719,32.26,8.7
"PORTOLA, CA US",1478.3,39.8053,-120.4719,65.79,2.9
"PORTOLA, CA US",1478.3,39.8053,-120.4719,103.89,-0.9
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,160.53,7.3
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,144.27,9.2
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,122.43,11.8
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,66.55,14.4
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,31.5,18.7
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,11.43,22.9
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,4.32,27.3
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,0.51,27.4
"BALCH POWER HOUSE, CA US",528.8,36.9092,-119.0883,16.26,24.4
